Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 00-14, total",SP.POP.0014.TO,Latin America & Caribbean,LCN,94255477,97234281,100216220,103177026,106078491,108920865,111708187,114416964,117041533,119589637,122058075,124401420,126631897,128820497,130960956,133043773,135087156,137119119,139148590,141148915,143103628,144985347,146876236,148820817,150738136,152578730,154310338,155930795,157475967,158949313,160366124,161679768,162855771,163918995,164864679,165690692,166365816,166875129,167253125,167515464,167662387,167683178,167552366,167254993,166836090,166342677,165766624,165130772,164430127,163683957,162871772,162206890,161533471,160766044,159969098,159206427,158461393,157720048,156971347,156179295,155286101,154273241,153182809,152063711
"Population ages 00-14, total",SP.POP.0014.TO,Latin America & Caribbean (excluding high income),LAC,84096719,86807798,89523986,92219757,94863959,97461110,100018665,102514138,104937786,107299061,109599453,111789007,113874390,115922383,117927081,119877873,121792271,123701595,125610732,127493145,129330074,131094252,132863765,134683985,136472107,138176276,139762959,141232891,142625099,143944423,145209195,146378211,147420593,148362212,149198668,149929195,150519757,150958219,151282505,151507485,151635552,151657129,151543077,151278116,150908129,150471940,149956062,149375275,148718988,148009119,147229394,146600362,145959556,145221241,144455723,143726631,143031497,142391420,141822618,141224918,140508053,139689714,138775428,137796774
"Population ages 00-14, total",SP.POP.0014.TO,Latin America & the Caribbean (IDA & IBRD countries),TLA,90502686,93409504,96308062,99172668,101977762,104729897,107432427,110062303,112612171,115089576,117492680,119776271,121957065,124106556,126223435,128305430,130374583,132462987,134575985,136682266,138755996,140764372,142768215,144806459,146809538,148732976,150545797,152239237,153839738,155349456,156784484,158108671,159293758,160361269,161306953,162129844,162797617,163309631,163706589,163994838,164175252,164235397,164148320,163901377,163542062,163115319,162608226,162037330,161393569,160694633,159926072,159310723,158687351,157972326,157234118,156530428,155845734,155168257,154484583,153727940,152851603,151868949,150811020,149721340
"Population ages 00-14, total",SP.POP.0014.TO,Latvia,LVA,469257,478391,486062,491920,495625,497274,497474,498622,501902,504416,505630,507638,509638,510376,510637,510241,508735,507461,507019,507231,509108,512436,516921,523353,530525,536836,543486,551624,560001,564668,564708,562023,552809,538757,524691,509790,493835,476354,456884,436934,417294,396526,376404,359406,344296,330758,320122,312563,307423,302614,297322,293825,293313,294332,295388,296311,297552,298900,299174,298816,297425,294478,292438,290444
"Population ages 00-14, total",SP.POP.0014.TO,Least developed countries: UN classification,LDC,103660979,106521836,109534342,112726448,116101744,119540498,122995369,126564835,130260851,134047837,137830836,141428277,145198869,149299628,153417706,157400463,161296296,165317096,169693073,174318136,178654014,182882947,187614516,192694003,197882363,203117925,208250582,213382118,218506836,223806335,229146834,234359153,240128953,246495455,252383882,257984375,263896343,269755625,275283577,280786026,286309757,291968030,298379807,305031835,311394450,317769354,324306336,330926376,337547691,344172517,350870917,357611847,364451636,371433751,378447838,385471772,392586633,399687919,406732180,413844452,421095249,428394239,435636649,442889788
"Population ages 00-14, total",SP.POP.0014.TO,Lebanon,LBN,757584,792543,827876,861554,892489,917088,937215,955930,974219,992627,1008647,1024855,1041847,1058242,1073672,1088762,1235488,1382130,1259540,1135599,1150020,1166087,1175850,1184315,1200107,1217963,1241977,1264942,1280455,1298643,1318437,1337122,1353302,1364767,1372427,1378263,1382876,1384957,1383937,1380939,1377022,1372119,1362943,1352090,1341817,1329162,1319431,1314214,1306900,1297896,1287237,1280776,1297980,1408479,1542599,1589868,1600644,1606170,1605864,1597654,1576278,1544594,1506482,1459836
"Population ages 00-14, total",SP.POP.0014.TO,Lesotho,LSO,332894,343860,354745,365009,374154,385111,398766,412133,424716,436792,448387,459833,471375,483146,495574,508965,523118,539639,558091,576758,595984,615715,635775,656057,676632,695949,710611,723978,738947,752704,764606,774685,783106,789716,794449,797685,799865,799484,795867,790101,782750,774763,766368,757572,748307,739465,733883,730145,728653,729886,730526,731137,732477,735091,739187,744305,750092,755633,760540,765546,771521,777944,783524,788487
"Population ages 00-14, total",SP.POP.0014.TO,Liberia,LBR,461374,472920,485755,499953,516372,533563,550071,566949,584290,602275,620662,639123,658161,678236,699310,722779,748384,775499,804383,834099,864332,894068,922712,953796,983832,1009997,1036211,1061723,1086030,1109247,973101,850107,894375,923361,914040,915915,938060,1011352,1117313,1179788,1225271,1263121,1298694,1312271,1332233,1398749,1485728,1568273,1636104,1689218,1739839,1793509,1846117,1891306,1931073,1966344,1999173,2029964,2058883,2085421,2109139,2129950,2148780,2167714
"Population ages 00-14, total",SP.POP.0014.TO,Libya,LBY,594477,623115,655424,691229,726712,762151,800436,840204,880500,921044,961781,1002502,1042178,1079142,1120487,1168704,1217024,1263900,1308912,1351779,1392417,1432243,1474107,1519393,1557972,1589241,1621936,1654658,1684212,1708382,1727846,1742649,1752588,1757530,1757565,1754848,1751408,1746598,1739765,1730177,1727804,1736780,1750675,1770101,1795339,1825131,1847973,1864637,1885535,1909552,1938465,1924252,1902553,1921004,1939178,1953872,1964057,1969862,1970650,1965667,1956248,1943548,1927403,1908627
"Population ages 00-14, total",SP.POP.0014.TO,Liechtenstein,LIE,4760,4822,4892,4981,5074,5183,5294,5416,5579,5750,5902,5983,5993,5991,5987,5971,5948,5930,5892,5858,5822,5800,5799,5751,5680,5614,5559,5532,5515,5514,5519,5550,5618,5699,5784,5850,5909,5969,6026,6073,6101,6137,6178,6175,6150,6127,6082,6031,5962,5911,5841,5767,5732,5697,5675,5619,5589,5602,5636,5674,5674,5679,5688,5687
"Population ages 00-14, total",SP.POP.0014.TO,Lithuania,LTU,794296,806491,817034,823926,827965,830272,832877,836230,839967,842259,844924,848606,848544,843015,834297,824734,814917,806282,799400,792997,788177,785687,785081,787775,792705,798190,804663,812384,820822,827089,830189,831667,829609,821714,808214,791939,774438,755622,734913,712638,689082,662677,635344,609256,583410,555835,529807,507590,489624,476134,460770,446259,437571,431282,426190,422645,420120,417857,416983,418416,421192,425241,433912,442981
"Population ages 00-14, total",SP.POP.0014.TO,Low & middle income,LMY,865243110,878787894,899978097,930234948,959700068,986256634,1012868480,1037196265,1061620918,1087353451,1112445064,1137535083,1160765414,1183804318,1208428556,1232471223,1255567612,1273493129,1283786981,1293729805,1306059254,1319974063,1337403651,1353876451,1368221604,1383575716,1400514178,1419888079,1439687547,1460031719,1483309676,1504719315,1524532158,1543714634,1560060577,1573431055,1584645970,1592749219,1599303772,1605224640,1609827222,1612844213,1614149990,1615057396,1615764785,1615785018,1617890589,1623498162,1631566490,1641415628,1652341511,1664543454,1678608836,1693653795,1708464624,1721912510,1734367590,1746930912,1757833631,1766289184,1772110728,1775405474,1775966482,1775434577
"Population ages 00-14, total",SP.POP.0014.TO,Low income,LIC,57967763,59380550,60862379,62476631,64234143,66077621,68032351,70155252,72368105,74606818,76896537,79252232,81627558,83982995,86359890,88786371,91285645,93767512,96384216,99096552,101366353,103381636,105771252,108449967,111273863,114219579,117187393,120281501,123467621,126889084,130329404,133804554,137993716,142666712,146814515,150926443,155700489,160449884,164885076,169300261,173577833,177889023,182868855,188079633,193042377,198077187,203358055,208792488,214284097,219843869,225449304,231027478,236654475,242300629,247885996,253444231,259079271,264759866,270500544,276380634,282325545,288236124,294106512,299998484
"Population ages 00-14, total",SP.POP.0014.TO,Lower middle income,LMC,343346178,354055707,364975559,376226086,387146602,397354584,407288433,417105750,426971456,436902424,446707318,456342266,466155536,476379555,486735347,496965678,507342187,518021618,528743753,540008669,552321089,565449790,578943022,592574337,606407716,620376756,634290359,647950691,661187574,674175188,687970699,700432606,712510726,724311439,735567782,745965176,755352963,764076222,772225443,779894559,787683810,795621146,803417235,810901191,818018455,824710388,831003195,837021730,842948751,848958637,855233292,861678073,867961297,874218574,880003504,884918376,889184814,892729730,895897968,898766119,901391458,904125719,906587077,908615093
"Population ages 00-14, total",SP.POP.0014.TO,Luxembourg,LUX,66606,68093,69696,71071,72510,74000,75055,75542,75650,75620,75362,75179,74715,74223,74096,73725,72849,71720,70750,69610,68372,67356,66278,65062,63984,63134,62667,62758,63476,64769,66387,68108,69892,71795,73678,75423,76955,78418,79923,81479,82735,83590,84255,84864,85556,86229,86939,87576,88218,88845,89564,90042,90676,91952,93201,94362,95196,96539,97879,99356,100747,101858,103190,104903
"Population ages 00-14, total",SP.POP.0014.TO,"Macao SAR, China",MAC,73334,75308,79394,83272,87020,90546,93540,95674,96751,96636,95085,90564,84267,78770,74007,69924,66482,63615,61224,59317,58109,58361,60106,62541,65441,68686,72218,76127,80313,84739,89410,94002,97879,100824,103013,104566,105435,105324,104255,102447,99785,96499,93370,90252,86696,83196,80112,77270,74837,73183,72145,72009,73293,75205,77081,79169,81658,84732,88489,92702,96945,100338,103011,105600
"Population ages 00-14, total",SP.POP.0014.TO,Madagascar,MDG,2276211,2364327,2453276,2541358,2618372,2686500,2757531,2832696,2912552,2997796,3089143,3188371,3294211,3403311,3514791,3628508,3744351,3862380,3982487,4103643,4224148,4341709,4456625,4569671,4680947,4791731,4900464,5011374,5130236,5257620,5395982,5545315,5704117,5873783,6055629,6250373,6457105,6671646,6889663,7108069,7322853,7535612,7745873,7952468,8158787,8364553,8571266,8779445,8986425,9191505,9390897,9578630,9755282,9927156,10097639,10270644,10452752,10642733,10834334,11024186,11210943,11392182,11569400,11745753
"Population ages 00-14, total",SP.POP.0014.TO,Malawi,MWI,1552547,1583585,1617523,1657886,1702680,1752244,1807608,1864483,1922697,1982006,2042126,2103240,2166157,2231430,2299327,2370592,2446136,2527135,2619102,2724384,2840214,2964468,3094897,3229251,3365263,3502599,3638942,3807916,4014119,4219193,4396288,4537358,4672351,4739308,4680073,4655892,4719623,4788774,4876360,4980322,5092819,5218627,5359548,5511509,5673576,5848556,6032624,6222489,6425914,6639597,6849578,7054315,7252372,7441594,7621388,7790837,7948036,8093358,8229029,8355525,8473148,8583538,8691168,8801005
"Population ages 00-14, total",SP.POP.0014.TO,Malaysia,MYS,3589856,3732508,3870053,4000801,4124096,4231594,4322062,4401669,4472994,4538903,4600255,4656336,4707526,4759670,4814015,4867697,4921228,4976932,5036695,5102500,5178431,5266805,5368538,5481601,5602807,5729714,5860792,5993822,6123740,6248017,6372869,6504852,6644389,6789408,6937235,7083370,7223317,7354360,7471471,7572870,7693547,7828407,7939438,8023491,8081894,8117736,8132989,8131555,8107861,8057571,7990780,7934073,7896650,7866957,7842526,7822097,7802353,7783104,7766141,7748190,7727992,7709094,7694765,7691215
"Population ages 00-14, total",SP.POP.0014.TO,Maldives,MDV,35143,36330,37710,39302,41157,43904,47315,50185,52309,54186,56096,57994,59797,61441,63131,65156,67354,69380,71417,73574,75707,77796,79755,81498,83382,86329,90268,94335,98134,101662,105298,108981,112308,115150,117346,118622,118936,118510,117373,115484,113166,110754,108271,105687,102967,100161,97705,95769,94214,93206,92844,93129,94049,95465,97443,99934,102616,105350,108005,110348,112093,113251,113553,112911
"Population ages 00-14, total",SP.POP.0014.TO,Mali,MLI,2165778,2199613,2232197,2264268,2298479,2334256,2371033,2410128,2451970,2496171,2543021,2593048,2646882,2705351,2767613,2833352,2903004,2977376,3056803,3141356,3230550,3322657,3416334,3510855,3606657,3703020,3799178,3894670,3990142,4086269,4181364,4277820,4376559,4475086,4573707,4670024,4764443,4864134,4974159,5097465,5233752,5381751,5543708,5720066,5912503,6122831,6344461,6574042,6814004,7064346,7327584,7602452,7878998,8157026,8436956,8715877,8995906,9276176,9555273,9830580,10104338,10381555,10661692,10941583
"Population ages 00-14, total",SP.POP.0014.TO,Malta,MLT,118586,115578,112131,108474,104649,100479,96182,92190,88410,84846,82109,80104,78049,76118,74508,73680,73109,72808,73187,73802,74689,75419,77412,79053,79394,80837,81907,82013,82202,82395,82312,83503,83387,83138,82528,81550,80746,79997,78914,77729,76512,75144,73478,71625,69730,67894,66112,64434,63161,62311,61414,60460,59869,59688,60033,60802,61772,63195,64986,67015,68018,68107,69836,73039
"Population ages 00-14, total",SP.POP.0014.TO,Marshall Islands,MHL,7394,7679,7974,8280,8590,8916,9259,9673,10245,10925,11524,11927,12227,12517,12900,13412,13968,14566,15198,15843,16485,17134,17813,18521,19269,20061,20892,21746,22558,23136,23491,23788,24047,24261,24414,24518,24596,24663,24735,24683,24370,23899,23390,22878,22378,21918,21547,21293,21141,21089,21151,20975,20458,19860,19185,18464,17758,17084,16393,15637,14812,13954,13493,13420
"Population ages 00-14, total",SP.POP.0014.TO,Mauritania,MRT,362022,372126,382984,394844,408391,423280,438821,455065,471872,489116,506684,524426,542325,560391,578634,597077,615691,634525,653622,672842,692275,712220,732572,753255,774345,795807,817597,839765,862499,885247,908653,933457,961180,991718,1022763,1052761,1079953,1106165,1132666,1159351,1186540,1213334,1239416,1265042,1290612,1316831,1344008,1371724,1400962,1436162,1480579,1534607,1596980,1649070,1687684,1726337,1764513,1801769,1838013,1872907,1906333,1938735,1970500,2001331
"Population ages 00-14, total",SP.POP.0014.TO,Mauritius,MUS,308582,309815,319018,327052,333213,337869,341224,343537,345005,345587,345178,343748,341486,339011,336746,334756,332935,331114,328224,327001,326110,325184,323920,322174,321614,321007,320485,319781,318436,317192,315899,315234,314765,313506,312332,309069,306504,305263,303783,303881,304000,303781,303576,303214,301958,299691,295987,291362,285855,279949,274239,268616,263562,258724,253060,246502,240009,233846,227706,221549,215599,210689,205892,201909
"Population ages 00-14, total",SP.POP.0014.TO,Mexico,MEX,16886114,17507940,18148131,18796141,19462767,20163333,20884927,21615292,22355360,23103970,23857919,24559757,25211103,25868569,26527234,27185012,27832744,28478687,29115302,29701532,30185988,30543515,30834150,31100753,31329028,31516655,31650812,31727901,31785373,31832908,31911138,32025305,32164886,32350782,32561810,32776772,32967913,33126296,33270717,33399551,33510902,33614981,33706904,33785228,33837505,33846944,33819981,33776732,33725939,33667834,33631051,33631651,33608196,33518593,33372537,33173714,32965536,32753952,32485134,32194365,31923942,31616904,31247557,30854348
"Population ages 00-14, total",SP.POP.0014.TO,"Micronesia, Fed. Sts.",FSM,19125,19964,20844,21717,22580,23391,24148,24928,25733,26573,27450,28345,29236,30119,30990,31694,32250,32830,33602,34561,35529,36495,37456,38402,39325,40209,41039,41838,42599,43302,43959,44559,45431,46596,47492,47611,47182,46702,46183,45552,44893,44306,43732,43173,42581,41942,41238,40437,39628,38886,38214,37761,37424,37003,36592,36194,35893,35691,35451,35189,34927,34727,34603,34479
"Population ages 00-14, total",SP.POP.0014.TO,Middle East & North Africa,MEA,45104997,46570928,48043070,49544320,51036906,52531996,54094303,55729300,57351673,58999631,60691976,62407214,64148539,65950179,67784890,69835840,72256360,74641426,76724052,78930335,81405785,84000247,86675979,89439787,92276786,95091892,97906853,100676032,103293671,105779260,108763316,110723746,112743491,114395386,115618401,116416025,116875002,117026028,116987463,116882412,116737848,116581671,116412574,116296013,116341789,116567138,116839685,117222936,118104985,119474372,121166528,123233142,125682725,128590089,131795275,134924045,137528265,139712468,141789239,143604338,145052865,146173737,147011788,147562111
"Population ages 00-14, total",SP.POP.0014.TO,Middle East & North Africa (excluding high income),MNA,41904186,43254920,44595491,45964322,47315257,48669202,50090161,51557402,53017661,54482254,55969213,57468751,58992090,60547642,62131445,63897556,66000549,68068154,69833732,71716422,73869644,76152605,78521130,80974341,83505696,86008895,88505486,90949129,93248268,95423115,98331695,100108137,101764289,103232151,104358153,105053363,105375171,105379768,105202556,104947929,104646316,104333484,104005549,103733683,103632875,103712108,103814942,103982432,104619891,105743999,107212796,109046238,111263069,113936056,116918903,119822443,122205670,124176345,126014131,127570578,128817772,129805750,130529703,131014209
"Population ages 00-14, total",SP.POP.0014.TO,Middle East & North Africa (IDA & IBRD countries),TMN,41904186,43254920,44595491,45964322,47315257,48669202,50090161,51557402,53017661,54482254,55969213,57468751,58992090,60547642,62131445,63897556,66000549,68068154,69833732,71716422,73869644,76152605,78521130,80974341,83505696,86008895,88505486,90949129,93248268,95423115,97354661,99087509,100698084,102118565,103195825,103841173,104112220,104065353,103861513,103580506,103253012,102914527,102561777,102266739,102144289,102203522,102287998,102438552,103055950,104159359,105605828,107415256,109606830,112254328,115211203,118087448,120443250,122388333,124187948,125707628,126921596,127879110,128574315,129032654
"Population ages 00-14, total",SP.POP.0014.TO,Middle income,MIC,807275347,819407344,839115718,867758317,895465925,920179013,944836129,967041013,989252813,1012746633,1035548527,1058282851,1079137856,1099821323,1122068666,1143684852,1164281967,1179725617,1187402765,1194633253,1204692901,1216592427,1231632399,1245426484,1256947741,1269356137,1283326785,1299606578,1316219926,1333142635,1352980272,1370914761,1386538442,1401047922,1413246062,1422504612,1428945481,1432299335,1434418696,1435924379,1436249389,1434955190,1431281135,1426977763,1422722408,1417707831,1414532534,1414705674,1417282393,1421571759,1426892207,1433515976,1441954361,1451353166,1460578628,1468468279,1475288319,1482171046,1487333087,1489908550,1489785183,1487169350,1481859970,1475436093
