edition,edition_id,country_noc,sport,event,medal,gold,silver,bronze,total,year,country
1964 Summer Olympics,16,KOR,Boxing,"Bantamweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Republic of Korea
1964 Summer Olympics,16,KOR,Judo,"Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Republic of Korea
1964 Summer Olympics,16,KOR,Wrestling,"Flyweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Republic of Korea
1964 Summer Olympics,16,MEX,Boxing,"Bantamweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Mexico
1964 Summer Olympics,16,NED,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Cycling Road,"100 kilometres Team Time Trial, Men",Gold,1.0,0.0,0.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Cycling Track,"Team Pursuit, 4,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Judo,"Open Class, Men",Gold,1.0,0.0,0.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Rowing,"Coxed Fours, Men",Bronze,0.0,0.0,1.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Rowing,"Coxed Pairs, Men",Bronze,0.0,0.0,1.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Rowing,"Coxless Pairs, Men",Silver,0.0,1.0,0.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Swimming,"100 metres Butterfly, Women",Silver,0.0,1.0,0.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Swimming,"4 × 100 metres Freestyle Relay, Women",Bronze,0.0,0.0,1.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NED,Swimming,"4 × 100 metres Medley Relay, Women",Silver,0.0,1.0,0.0,1.0,1964,Netherlands
1964 Summer Olympics,16,NGR,Boxing,"Light-Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Nigeria
1964 Summer Olympics,16,NZL,Athletics,"1,500 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,New Zealand
1964 Summer Olympics,16,NZL,Athletics,"1,500 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,New Zealand
1964 Summer Olympics,16,NZL,Athletics,"800 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,New Zealand
1964 Summer Olympics,16,NZL,Athletics,"800 metres, Women",Bronze,0.0,0.0,1.0,1.0,1964,New Zealand
1964 Summer Olympics,16,NZL,Sailing,"Two Person Heavyweight Dinghy, Open",Gold,1.0,0.0,0.0,1.0,1964,New Zealand
1964 Summer Olympics,16,PAK,Hockey,"Hockey, Men",Silver,0.0,1.0,0.0,1.0,1964,Pakistan
1964 Summer Olympics,16,PHI,Boxing,"Featherweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Philippines
1964 Summer Olympics,16,POL,Athletics,"100 metres, Women",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"200 metres, Women",Silver,0.0,1.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"4 × 100 metres Relay, Men",Silver,0.0,1.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"4 × 100 metres Relay, Women",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"400 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"80 metres Hurdles, Women",Silver,0.0,1.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"Long Jump, Women",Silver,0.0,1.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Athletics,"Triple Jump, Men",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Flyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Light-Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Light-Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Light-Welterweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Lightweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Middleweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Boxing,"Welterweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Fencing,"Foil, Individual, Men",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Fencing,"Foil, Team, Men",Silver,0.0,1.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Fencing,"Sabre, Team, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Volleyball,"Volleyball, Women",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Weightlifting,"Featherweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Weightlifting,"Lightweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Weightlifting,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,POL,Weightlifting,"Middle-Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Poland
1964 Summer Olympics,16,ROU,Athletics,"Discus Throw, Women",Bronze,0.0,0.0,1.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Athletics,"High Jump, Women",Gold,1.0,0.0,0.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Athletics,"Javelin Throw, Women",Gold,1.0,0.0,0.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Canoe Sprint,"Kayak Doubles, 500 metres, Women",Bronze,0.0,0.0,1.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Canoe Sprint,"Kayak Singles, 500 metres, Women",Silver,0.0,1.0,0.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Shooting,"Rapid-Fire Pistol, 25 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Wrestling,"Bantamweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Wrestling,"Flyweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Romania
1964 Summer Olympics,16,ROU,Wrestling,"Lightweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Romania
1964 Summer Olympics,16,SUI,Equestrian Dressage,"Individual, Open",Gold,1.0,0.0,0.0,1.0,1964,Switzerland
1964 Summer Olympics,16,SUI,Equestrian Dressage,"Team, Open",Silver,0.0,1.0,0.0,1.0,1964,Switzerland
1964 Summer Olympics,16,SUI,Judo,"Lightweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Switzerland
1964 Summer Olympics,16,SUI,Rowing,"Single Sculls, Men",Bronze,0.0,0.0,1.0,1.0,1964,Switzerland
1964 Summer Olympics,16,SWE,Athletics,"50 kilometres Race Walk, Men",Bronze,0.0,0.0,1.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Canoe Sprint,"Kayak Doubles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Canoe Sprint,"Kayak Singles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Cycling Road,"100 kilometres Team Time Trial, Men",Bronze,0.0,0.0,1.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Sailing,"5.5 metres, Open",Silver,0.0,1.0,0.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Sailing,"Two Person Keelboat, Open",Bronze,0.0,0.0,1.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Wrestling,"Light-Heavyweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Sweden
1964 Summer Olympics,16,SWE,Wrestling,"Welterweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Sweden
1964 Summer Olympics,16,TCH,Artistic Gymnastics,"Balance Beam, Women",Gold,1.0,0.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Artistic Gymnastics,"Horse Vault, Women",Gold,1.0,0.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Artistic Gymnastics,"Individual All-Around, Women",Gold,1.0,0.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Artistic Gymnastics,"Team All-Around, Women",Silver,0.0,1.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Athletics,"1,500 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Athletics,"Discus Throw, Men",Silver,0.0,1.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Cycling Track,"Individual Pursuit, 4,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Football,"Football, Men",Silver,0.0,1.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Rowing,"Double Sculls, Men",Bronze,0.0,0.0,1.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Rowing,"Eights, Men",Bronze,0.0,0.0,1.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Shooting,"Rapid-Fire Pistol, 25 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Volleyball,"Volleyball, Men",Silver,0.0,1.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Weightlifting,"Middleweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TCH,Wrestling,"Middleweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Czechoslovakia
1964 Summer Olympics,16,TTO,Athletics,"200 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Trinidad and Tobago
1964 Summer Olympics,16,TTO,Athletics,"4 × 400 metres Relay, Men",Bronze,0.0,0.0,1.0,1.0,1964,Trinidad and Tobago
1964 Summer Olympics,16,TTO,Athletics,"400 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Trinidad and Tobago
1964 Summer Olympics,16,TUN,Athletics,"10,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Tunisia
1964 Summer Olympics,16,TUN,Boxing,"Light-Welterweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Tunisia
1964 Summer Olympics,16,TUR,Wrestling,"Bantamweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Türkiye
1964 Summer Olympics,16,TUR,Wrestling,"Heavyweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Türkiye
1964 Summer Olympics,16,TUR,Wrestling,"Light-Heavyweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Türkiye
1964 Summer Olympics,16,TUR,Wrestling,"Lightweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Türkiye
1964 Summer Olympics,16,TUR,Wrestling,"Middleweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Türkiye
1964 Summer Olympics,16,TUR,Wrestling,"Welterweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Türkiye
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Balance Beam, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Balance Beam, Women",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Floor Exercise, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Floor Exercise, Women",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Floor Exercise, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Horizontal Bar, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Horizontal Bar, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Horse Vault, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Horse Vault, Women",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Individual All-Around, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Individual All-Around, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Individual All-Around, Women",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Pommelled Horse, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Rings, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Team All-Around, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Team All-Around, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Uneven Bars, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Artistic Gymnastics,"Uneven Bars, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"110 metres Hurdles, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"20 kilometres Race Walk, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"3,000 metres Steeplechase, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Decathlon, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Discus Throw, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Hammer Throw, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"High Jump, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"High Jump, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Javelin Throw, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Javelin Throw, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Long Jump, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Long Jump, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Pentathlon, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Pentathlon, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Shot Put, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Shot Put, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Triple Jump, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Athletics,"Triple Jump, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Basketball,"Basketball, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Featherweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Flyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Light-Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Light-Middleweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Light-Welterweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Lightweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Middleweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Boxing,"Welterweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Canoe Sprint,"Canadian Doubles, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Canoe Sprint,"Canadian Singles, 1,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Canoe Sprint,"Kayak Fours, 1,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Canoe Sprint,"Kayak Singles, 500 metres, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Cycling Track,"Tandem Sprint, 2,000 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Diving,"Platform, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Equestrian Dressage,"Individual, Open",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Equestrian Dressage,"Team, Open",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Fencing,"Foil, Team, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Fencing,"Foil, Team, Women",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Fencing,"Sabre, Individual, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Fencing,"Sabre, Team, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Fencing,"Épée, Individual, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Fencing,"Épée, Individual, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Judo,"Heavyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Judo,"Lightweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Modern Pentathlon,"Individual, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Modern Pentathlon,"Individual, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Modern Pentathlon,"Team, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Rowing,"Double Sculls, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Rowing,"Single Sculls, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Shooting,"Free Rifle, Three Positions, 300 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Shooting,"Trap, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Swimming,"200 metres Breaststroke, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Swimming,"200 metres Breaststroke, Women",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Swimming,"200 metres Breaststroke, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Swimming,"4 × 100 metres Medley Relay, Women",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Volleyball,"Volleyball, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Volleyball,"Volleyball, Women",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Water Polo,"Water Polo, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Bantamweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Heavyweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Light-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Lightweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Middle-Heavyweight, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Weightlifting,"Middleweight, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Bantamweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Bantamweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Featherweight, Freestyle, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Featherweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Heavyweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Heavyweight, Greco-Roman, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Light-Heavyweight, Freestyle, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Lightweight, Greco-Roman, Men",Bronze,0.0,0.0,1.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Welterweight, Freestyle, Men",Silver,0.0,1.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URS,Wrestling,"Welterweight, Greco-Roman, Men",Gold,1.0,0.0,0.0,1.0,1964,Soviet Union
1964 Summer Olympics,16,URU,Boxing,"Bantamweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,Uruguay
1964 Summer Olympics,16,USA,Athletics,"10,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"100 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"100 metres, Women",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"100 metres, Women",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"110 metres Hurdles, Men",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"110 metres Hurdles, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"200 metres, Men",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"200 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"200 metres, Women",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"4 × 100 metres Relay, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"4 × 100 metres Relay, Women",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"4 × 400 metres Relay, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"400 metres Hurdles, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"400 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"5,000 metres, Men",Bronze,0.0,0.0,1.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"5,000 metres, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"Discus Throw, Men",Bronze,0.0,0.0,1.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"Discus Throw, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"High Jump, Men",Bronze,0.0,0.0,1.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"High Jump, Men",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"Long Jump, Men",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"Pole Vault, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"Shot Put, Men",Silver,0.0,1.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Athletics,"Shot Put, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Basketball,"Basketball, Men",Gold,1.0,0.0,0.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Boxing,"Featherweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,United States
1964 Summer Olympics,16,USA,Boxing,"Flyweight, Men",Bronze,0.0,0.0,1.0,1.0,1964,United States
